state,county,year,total_population
AR,cleburne,2019,24919
AR,cleveland,2019,7956
AR,columbia,2019,23457
AR,conway,2019,20846
AR,craighead,2019,110332
AR,crawford,2019,63257
AR,crittenden,2019,47955
AR,cross,2019,16419
AR,dallas,2019,7009
AR,desha,2019,11361
AR,drew,2019,18219
AR,faulkner,2019,126007
AR,franklin,2019,17715
AR,fulton,2019,12477
AR,garland,2019,99386
AR,grant,2019,18265
AR,greene,2019,45325
AR,hempstead,2019,21532
AR,hot spring,2019,33771
AR,howard,2019,13202
AR,independence,2019,37825
AR,izard,2019,13629
AR,jackson,2019,16719
AR,jefferson,2019,66824
AR,johnson,2019,26578
AR,lafayette,2019,6624
AR,lawrence,2019,16406
AR,lee,2019,8857
AR,lincoln,2019,13024
AR,little river,2019,12259
AR,logan,2019,21466
AR,lonoke,2019,73309
AR,madison,2019,16576
AR,marion,2019,16694
AR,miller,2019,43257
AR,mississippi,2019,40651
AR,monroe,2019,6701
AR,montgomery,2019,8986
AR,nevada,2019,8252
AR,newton,2019,7753
AR,ouachita,2019,23382
AR,perry,2019,10455
AR,phillips,2019,17782
AR,pike,2019,10718
AR,poinsett,2019,23528
AR,polk,2019,19964
AR,pope,2019,64072
AR,prairie,2019,8062
AR,pulaski,2019,391911
AR,randolph,2019,17958
AR,st. francis,2019,24994
AR,saline,2019,122437
AR,scott,2019,10281
AR,searcy,2019,7881
AR,sebastian,2019,127827
AR,sevier,2019,17007
AR,sharp,2019,17442
AR,stone,2019,12506
AR,union,2019,38682
AR,van buren,2019,16545
AR,washington,2019,239187
AR,white,2019,78753
AR,woodruff,2019,6320
AR,yell,2019,21341
CA,alameda,2019,1671329
CA,alpine,2019,1129
CA,amador,2019,39752
CA,butte,2019,219186
CA,calaveras,2019,45905
CA,colusa,2019,21547
CA,contra costa,2019,1153526
CA,del norte,2019,27812
CA,el dorado,2019,192843
CA,fresno,2019,999101
CA,glenn,2019,28393
CA,humboldt,2019,135558
CA,imperial,2019,181215
CA,inyo,2019,18039
CA,kern,2019,900202
CA,kings,2019,152940
CA,lake,2019,64386
CA,lassen,2019,30573
CA,los angeles,2019,10039107
CA,madera,2019,157327
CA,marin,2019,258826
CA,mariposa,2019,17203
CA,mendocino,2019,86749
CA,merced,2019,277680
CA,modoc,2019,8841
CA,mono,2019,14444
CA,monterey,2019,434061
CA,napa,2019,137744
CA,nevada,2019,99755
CA,orange,2019,3175692
CA,placer,2019,398329
CA,plumas,2019,18807
CA,riverside,2019,2470546
CA,sacramento,2019,1552058
CA,san benito,2019,62808
CA,san bernardino,2019,2180085
CA,san diego,2019,3338330
CA,san francisco,2019,881549
CA,san joaquin,2019,762148
CA,san luis obispo,2019,283111
CA,san mateo,2019,766573
CA,santa barbara,2019,446499
CA,santa clara,2019,1927852
CA,santa cruz,2019,273213
CA,shasta,2019,180080
CA,sierra,2019,3005
CA,siskiyou,2019,43539
CA,solano,2019,447643
CA,sonoma,2019,494336
CA,stanislaus,2019,550660
CA,sutter,2019,96971
CA,tehama,2019,65084
CA,trinity,2019,12285
CA,tulare,2019,466195
CA,tuolumne,2019,54478
CA,ventura,2019,846006
CA,yolo,2019,220500
CA,yuba,2019,78668
CO,adams,2019,517421
CO,alamosa,2019,16233
CO,arapahoe,2019,656590
CO,archuleta,2019,14029
CO,baca,2019,3581
CO,bent,2019,5577
CO,boulder,2019,326196
CO,broomfield,2019,70465
CO,chaffee,2019,20356
CO,cheyenne,2019,1831
CO,clear creek,2019,9700
CO,conejos,2019,8205
CO,costilla,2019,3887
CO,crowley,2019,6061
CO,custer,2019,5068
CO,delta,2019,31162
CO,denver,2019,727211
CO,dolores,2019,2055
CO,douglas,2019,351154
CO,eagle,2019,55127
CO,elbert,2019,26729
CO,el paso,2019,720403
CO,fremont,2019,47839
CO,garfield,2019,60061
CO,gilpin,2019,6243
CO,grand,2019,15734
CO,gunnison,2019,17462
CO,hinsdale,2019,820
CO,huerfano,2019,6897
CO,jackson,2019,1392
CO,jefferson,2019,582881
CO,kiowa,2019,1406
CO,kit carson,2019,7097
CO,lake,2019,8127
CO,la plata,2019,56221
CO,larimer,2019,356899
CO,las animas,2019,14506
CO,lincoln,2019,5701
CO,logan,2019,22409
CO,mesa,2019,154210
CO,mineral,2019,769
CO,moffat,2019,13283
CO,montezuma,2019,26183
CO,montrose,2019,42758
CO,morgan,2019,29068
CO,otero,2019,18278
CO,ouray,2019,4952
CO,park,2019,18845
CO,phillips,2019,4265
CO,pitkin,2019,17767
CO,prowers,2019,12172
CO,pueblo,2019,168424
CO,rio blanco,2019,6324
CO,rio grande,2019,11267
CO,routt,2019,25638
CO,saguache,2019,6824
CO,san juan,2019,728
CO,san miguel,2019,8179
CO,sedgwick,2019,2248
CO,summit,2019,31011
CO,teller,2019,25388
CO,washington,2019,4908
CO,weld,2019,324492
CO,yuma,2019,10019
CT,fairfield,2019,943332
CT,hartford,2019,891720
CT,litchfield,2019,180333
CT,middlesex,2019,162436
CT,new haven,2019,854757
CT,new london,2019,265206
CT,tolland,2019,150721
CT,windham,2019,116782
DE,kent,2019,180786
DE,new castle,2019,558753
DE,sussex,2019,234225
FL,alachua,2019,269043
FL,baker,2019,29210
FL,bay,2019,174705
FL,bradford,2019,28201
FL,brevard,2019,601942
FL,broward,2019,1952778
FL,calhoun,2019,14105
FL,charlotte,2019,188910
FL,citrus,2019,149657
FL,clay,2019,219252
FL,collier,2019,384902
FL,columbia,2019,71686
FL,desoto,2019,38001
FL,dixie,2019,16826
FL,duval,2019,957755
FL,escambia,2019,318316
FL,flagler,2019,115081
FL,franklin,2019,12125
FL,gadsden,2019,45660
FL,gilchrist,2019,18582
FL,glades,2019,13811
FL,gulf,2019,13639
FL,hamilton,2019,14428
FL,hardee,2019,26937
FL,hendry,2019,42022
FL,hernando,2019,193920
FL,highlands,2019,106221
FL,hillsborough,2019,1471968
FL,holmes,2019,19617
FL,indian river,2019,159923
FL,jackson,2019,46414
FL,jefferson,2019,14246
FL,lafayette,2019,8422
FL,lake,2019,367118
FL,lee,2019,770577
FL,leon,2019,293582
FL,levy,2019,41503
FL,liberty,2019,8354
FL,madison,2019,18493
FL,manatee,2019,403253
FL,marion,2019,365579
FL,martin,2019,161000
FL,miami-dade,2019,2716940
FL,monroe,2019,74228
FL,nassau,2019,88625
FL,okaloosa,2019,210738
FL,okeechobee,2019,42168
FL,orange,2019,1393452
FL,osceola,2019,375751
FL,palm beach,2019,1496770
FL,pasco,2019,553947
FL,pinellas,2019,974996
FL,polk,2019,724777
FL,putnam,2019,74521
FL,st. johns,2019,264672
FL,st. lucie,2019,328297
FL,santa rosa,2019,184313
FL,sarasota,2019,433742
FL,seminole,2019,471826
FL,sumter,2019,132420
FL,suwannee,2019,44417
FL,taylor,2019,21569
FL,union,2019,15237
FL,volusia,2019,553284
FL,wakulla,2019,33739
FL,walton,2019,74071
FL,washington,2019,25473
GA,appling,2019,18386
GA,atkinson,2019,8165
GA,bacon,2019,11164
GA,baker,2019,3038
GA,baldwin,2019,44890
GA,banks,2019,19234
GA,barrow,2019,83240
GA,bartow,2019,107738
GA,ben hill,2019,16700
GA,berrien,2019,19397
GA,bibb,2019,153159
GA,bleckley,2019,12873
GA,brantley,2019,19109
GA,brooks,2019,15457
GA,bryan,2019,39627
GA,bulloch,2019,79608
GA,burke,2019,22383
GA,butts,2019,24936
GA,calhoun,2019,6189
GA,camden,2019,54666
GA,candler,2019,10803
GA,carroll,2019,119992
GA,catoosa,2019,67580
GA,charlton,2019,13392
GA,chatham,2019,289430
GA,chattahoochee,2019,10907
GA,chattooga,2019,24789
GA,cherokee,2019,258773
GA,clarke,2019,128331
GA,clay,2019,2834
GA,clayton,2019,292256
GA,clinch,2019,6618
GA,cobb,2019,760141
GA,coffee,2019,43273
GA,colquitt,2019,45600
GA,columbia,2019,156714
GA,cook,2019,17270
GA,coweta,2019,148509
GA,crawford,2019,12404
GA,crisp,2019,22372
GA,dade,2019,16116
GA,dawson,2019,26108
GA,decatur,2019,26404
GA,dekalb,2019,759297
GA,dodge,2019,20605
GA,dooly,2019,13390
GA,dougherty,2019,87956
GA,douglas,2019,146343
GA,early,2019,10190
GA,echols,2019,4006
GA,effingham,2019,64296
GA,elbert,2019,19194
GA,emanuel,2019,22646
GA,evans,2019,10654
GA,fannin,2019,26188
GA,fayette,2019,114421
GA,floyd,2019,98498
GA,forsyth,2019,244252
GA,franklin,2019,23349
GA,fulton,2019,1063937
GA,gilmer,2019,31369
GA,glascock,2019,2971
GA,glynn,2019,85292
GA,gordon,2019,57963
GA,grady,2019,24633
GA,greene,2019,18324
GA,gwinnett,2019,936250
GA,habersham,2019,45328
GA,hall,2019,204441
GA,hancock,2019,8457
GA,haralson,2019,29792
GA,harris,2019,35236
GA,hart,2019,26205
GA,heard,2019,11923
GA,henry,2019,234561
GA,houston,2019,157863
GA,irwin,2019,9416
GA,jackson,2019,72977
GA,jasper,2019,14219
GA,jeff davis,2019,15115
GA,jefferson,2019,15362
GA,jenkins,2019,8676
GA,johnson,2019,9643
GA,jones,2019,28735
GA,lamar,2019,19077
GA,lanier,2019,10423
GA,laurens,2019,47546
GA,lee,2019,29992
GA,liberty,2019,61435
GA,lincoln,2019,7921
GA,long,2019,19559
GA,lowndes,2019,117406
GA,lumpkin,2019,33610
GA,mcduffie,2019,21312
GA,mcintosh,2019,14378
GA,macon,2019,12947
GA,madison,2019,29880
GA,marion,2019,8359
GA,meriwether,2019,21167
GA,miller,2019,5718
GA,mitchell,2019,21863
GA,monroe,2019,27578
GA,montgomery,2019,9172
GA,morgan,2019,19276
GA,murray,2019,40096
GA,muscogee,2019,195769
GA,newton,2019,111744
GA,oconee,2019,40280
GA,oglethorpe,2019,15259
GA,paulding,2019,168667
GA,peach,2019,27546
GA,pickens,2019,32591
GA,pierce,2019,19465
GA,pike,2019,18962
GA,polk,2019,42613
GA,pulaski,2019,11137
GA,putnam,2019,22119
GA,quitman,2019,2299
GA,rabun,2019,17137
GA,randolph,2019,6778
GA,richmond,2019,202518
GA,rockdale,2019,90896
GA,schley,2019,5257
GA,screven,2019,13966
GA,seminole,2019,8090
GA,spalding,2019,66703
GA,stephens,2019,25925
GA,stewart,2019,6621
GA,sumter,2019,29524
GA,talbot,2019,6195
GA,taliaferro,2019,1537
GA,tattnall,2019,25286
GA,taylor,2019,8020
GA,telfair,2019,15860
GA,terrell,2019,8531
GA,thomas,2019,44451
GA,tift,2019,40644
GA,toombs,2019,26830
GA,towns,2019,12037
GA,treutlen,2019,6901
GA,troup,2019,69922
GA,turner,2019,7985
GA,twiggs,2019,8120
GA,union,2019,24511
GA,upson,2019,26320
GA,walker,2019,69761
GA,walton,2019,94593
GA,ware,2019,35734
GA,warren,2019,5254
GA,washington,2019,20374
GA,wayne,2019,29927
GA,webster,2019,2607
GA,wheeler,2019,7855
GA,white,2019,30798
GA,whitfield,2019,104628
GA,wilcox,2019,8635
GA,wilkes,2019,9777
GA,wilkinson,2019,8954
GA,worth,2019,20247
HI,hawaii,2019,201513
HI,honolulu,2019,974563
HI,kalawao,2019,86
HI,kauai,2019,72293
HI,maui,2019,167417
ID,ada,2019,481587
ID,adams,2019,4294
ID,bannock,2019,87808
ID,bear lake,2019,6125
ID,benewah,2019,9298
ID,bingham,2019,46811
ID,blaine,2019,23021
ID,boise,2019,7831
ID,bonner,2019,45739
ID,bonneville,2019,119062
ID,boundary,2019,12245
ID,butte,2019,2597
ID,camas,2019,1106
ID,canyon,2019,229849
ID,caribou,2019,7155
ID,cassia,2019,24030
ID,clark,2019,845
ID,clearwater,2019,8756
ID,custer,2019,4315
ID,elmore,2019,27511
ID,franklin,2019,13876
ID,fremont,2019,13099
ID,gem,2019,18112
ID,gooding,2019,15179
ID,idaho,2019,16667
ID,jefferson,2019,29871
ID,jerome,2019,24412
ID,kootenai,2019,165697
ID,latah,2019,40108
ID,lemhi,2019,8027
ID,lewis,2019,3838
ID,lincoln,2019,5366
ID,madison,2019,39907
ID,minidoka,2019,21039
ID,nez perce,2019,40408
ID,oneida,2019,4531
ID,owyhee,2019,11823
ID,payette,2019,23951
ID,power,2019,7681
ID,shoshone,2019,12882
ID,teton,2019,12142
ID,twin falls,2019,86878
ID,valley,2019,11392
ID,washington,2019,10194
IL,adams,2019,65435
IL,alexander,2019,5761
IL,bond,2019,16426
IL,boone,2019,53544
IL,brown,2019,6578
IL,bureau,2019,32628
IL,calhoun,2019,4739
IL,carroll,2019,14305
IL,cass,2019,12147
IL,champaign,2019,209689
IL,christian,2019,32304
IL,clark,2019,15441
IL,clay,2019,13184
IL,clinton,2019,37562
IL,coles,2019,50621
IL,cook,2019,5150233
IL,crawford,2019,18667
IL,cumberland,2019,10766
IL,dekalb,2019,104897
IL,de witt,2019,15638
IL,douglas,2019,19465
IL,dupage,2019,922921
IL,edgar,2019,17161
IL,edwards,2019,6395
IL,effingham,2019,34008
IL,fayette,2019,21336
IL,ford,2019,12961
IL,franklin,2019,38469
IL,fulton,2019,34340
IL,gallatin,2019,4828
IL,greene,2019,12969
IL,grundy,2019,51054
IL,hamilton,2019,8116
IL,hancock,2019,17708
IL,hardin,2019,3821
IL,henderson,2019,6646
IL,henry,2019,48913
IL,iroquois,2019,27114
IL,jackson,2019,56750
IL,jasper,2019,9610
IL,jefferson,2019,37684
IL,jersey,2019,21773
IL,jo daviess,2019,21235
IL,johnson,2019,12417
IL,kane,2019,532403
IL,kankakee,2019,109862
IL,kendall,2019,128990
IL,knox,2019,49699
IL,lake,2019,696535
IL,lasalle,2019,108669
IL,lawrence,2019,15678
IL,lee,2019,34096
IL,livingston,2019,35648
IL,logan,2019,28618
IL,mcdonough,2019,29682
IL,mchenry,2019,307774
IL,mclean,2019,171517
IL,macon,2019,104009
IL,macoupin,2019,44926
IL,madison,2019,262966
IL,marion,2019,37205
IL,marshall,2019,11438
IL,mason,2019,13359
IL,massac,2019,13772
IL,menard,2019,12196
IL,mercer,2019,15437
IL,monroe,2019,34637
IL,montgomery,2019,28414
IL,morgan,2019,33658
IL,moultrie,2019,14501
IL,ogle,2019,50643
IL,peoria,2019,179179
IL,perry,2019,20916
IL,piatt,2019,16344
IL,pike,2019,15561
IL,pope,2019,4177
IL,pulaski,2019,5335
IL,putnam,2019,5739
IL,randolph,2019,31782
IL,richland,2019,15513
IL,rock island,2019,141879
IL,st. clair,2019,259686
IL,saline,2019,23491
IL,sangamon,2019,194672
IL,schuyler,2019,6768
IL,scott,2019,4951
IL,shelby,2019,21634
IL,stark,2019,5342
IL,stephenson,2019,44498
IL,tazewell,2019,131803
IL,union,2019,16653
IL,vermilion,2019,75758
IL,wabash,2019,11520
IL,warren,2019,16844
IL,washington,2019,13887
IL,wayne,2019,16215
IL,white,2019,13537
IL,whiteside,2019,55175
IL,will,2019,690743
IL,williamson,2019,66597
IL,winnebago,2019,282572
IL,woodford,2019,38459
IN,adams,2019,35777
IN,allen,2019,379299
IN,bartholomew,2019,83779
IN,benton,2019,8748
IN,blackford,2019,11758
IN,boone,2019,67843
IN,brown,2019,15092
IN,carroll,2019,20257
IN,cass,2019,37689
IN,clark,2019,118302
IN,clay,2019,26225
IN,clinton,2019,32399
IN,crawford,2019,10577
IN,daviess,2019,33351
IN,dearborn,2019,49458
IN,decatur,2019,26559
IN,dekalb,2019,43475
IN,delaware,2019,114135
IN,dubois,2019,42736
IN,elkhart,2019,206341
IN,fayette,2019,23102
IN,floyd,2019,78522
IN,fountain,2019,16346
IN,franklin,2019,22758
IN,fulton,2019,19974
IN,gibson,2019,33659
IN,grant,2019,65769
IN,greene,2019,31922
IN,hamilton,2019,338011
IN,hancock,2019,78168
IN,harrison,2019,40515
IN,hendricks,2019,170311
IN,henry,2019,47972
IN,howard,2019,82544
IN,huntington,2019,36520
IN,jackson,2019,44231
IN,jasper,2019,33562
IN,jay,2019,20436
IN,jefferson,2019,32308
IN,jennings,2019,27735
IN,johnson,2019,158167
IN,knox,2019,36594
IN,kosciusko,2019,79456
IN,lagrange,2019,39614
IN,lake,2019,485493
IN,laporte,2019,109888
IN,lawrence,2019,45370
IN,madison,2019,129569
IN,marion,2019,964582
IN,marshall,2019,46258
IN,martin,2019,10255
IN,miami,2019,35516
IN,monroe,2019,148431
IN,montgomery,2019,38338
IN,morgan,2019,70489
IN,newton,2019,13984
IN,noble,2019,47744
IN,ohio,2019,5875
IN,orange,2019,19646
IN,owen,2019,20799
IN,parke,2019,16937
IN,perry,2019,19169
IN,pike,2019,12389
IN,porter,2019,170389
IN,posey,2019,25427
IN,pulaski,2019,12353
IN,putnam,2019,37576
IN,randolph,2019,24665
IN,ripley,2019,28324
IN,rush,2019,16581
IN,st. joseph,2019,271826
IN,scott,2019,23873
IN,shelby,2019,44729
IN,spencer,2019,20277
IN,starke,2019,22995
IN,steuben,2019,34594
IN,sullivan,2019,20669
IN,switzerland,2019,10751
IN,tippecanoe,2019,195732
IN,tipton,2019,15148
IN,union,2019,7054
IN,vanderburgh,2019,181451
IN,vermillion,2019,15498
IN,vigo,2019,107038
IN,wabash,2019,30996
IN,warren,2019,8265
IN,warrick,2019,62998
IN,washington,2019,28036
IN,wayne,2019,65884
IN,wells,2019,28296
IN,white,2019,24102
IN,whitley,2019,33964
IA,adair,2019,7152
IA,adams,2019,3602
IA,allamakee,2019,13687
IA,appanoose,2019,12426
IA,audubon,2019,5496
IA,benton,2019,25645
IA,black hawk,2019,131228
IA,boone,2019,26234
IA,bremer,2019,25062
IA,buchanan,2019,21175
IA,buena vista,2019,19620
IA,butler,2019,14439
IA,calhoun,2019,9668
IA,carroll,2019,20165
IA,cass,2019,12836
IA,cedar,2019,18627
IA,cerro gordo,2019,42450
IA,cherokee,2019,11235
IA,chickasaw,2019,11933
IA,clarke,2019,9395
IA,clay,2019,16016
IA,clayton,2019,17549
IA,clinton,2019,46429
IA,crawford,2019,16820
IA,dallas,2019,93453
IA,davis,2019,9000
IA,decatur,2019,7870
IA,delaware,2019,17011
IA,des moines,2019,38967
IA,dickinson,2019,17258
IA,dubuque,2019,97311
IA,emmet,2019,9208
IA,fayette,2019,19650
IA,floyd,2019,15642
IA,franklin,2019,10070
IA,fremont,2019,6960
IA,greene,2019,8888
IA,grundy,2019,12232
IA,guthrie,2019,10689
IA,hamilton,2019,14773
IA,hancock,2019,10630
IA,hardin,2019,16846
IA,harrison,2019,14049
IA,henry,2019,19954
IA,howard,2019,9158
IA,humboldt,2019,9558
IA,ida,2019,6860
IA,iowa,2019,16184
IA,jackson,2019,19439
IA,jasper,2019,37185
IA,jefferson,2019,18295
IA,johnson,2019,151140
IA,jones,2019,20681
IA,keokuk,2019,10246
IA,kossuth,2019,14813
IA,lee,2019,33657
IA,linn,2019,226706
IA,louisa,2019,11035
IA,lucas,2019,8600
IA,lyon,2019,11755
IA,madison,2019,16338
IA,mahaska,2019,22095
IA,marion,2019,33253
IA,marshall,2019,39369
IA,mills,2019,15109
IA,mitchell,2019,10586
IA,monona,2019,8615
IA,monroe,2019,7707
IA,montgomery,2019,9917
IA,muscatine,2019,42664
IA,o'brien,2019,13753
IA,osceola,2019,5958
IA,page,2019,15107
IA,palo alto,2019,8886
IA,plymouth,2019,25177
IA,pocahontas,2019,6619
IA,polk,2019,490161
IA,pottawattamie,2019,93206
IA,poweshiek,2019,18504
IA,ringgold,2019,4894
IA,sac,2019,9721
IA,scott,2019,172943
IA,shelby,2019,11454
IA,sioux,2019,34855
IA,story,2019,97117
IA,tama,2019,16854
IA,taylor,2019,6121
IA,union,2019,12241
IA,van buren,2019,7044
IA,wapello,2019,34969
IA,warren,2019,51466
IA,washington,2019,21965
IA,wayne,2019,6441
IA,webster,2019,35904
IA,winnebago,2019,10354
IA,winneshiek,2019,19991
IA,woodbury,2019,103107
IA,worth,2019,7381
IA,wright,2019,12562
KS,allen,2019,12369
KS,anderson,2019,7858
KS,atchison,2019,16073
KS,barber,2019,4427
KS,barton,2019,25779
KS,bourbon,2019,14534
KS,brown,2019,9564
KS,butler,2019,66911
KS,chase,2019,2648
KS,chautauqua,2019,3250
KS,cherokee,2019,19939
KS,cheyenne,2019,2657
KS,clark,2019,1994
KS,clay,2019,8002
KS,cloud,2019,8786
KS,coffey,2019,8179
KS,comanche,2019,1700
KS,cowley,2019,34908
KS,crawford,2019,38818
KS,decatur,2019,2827
KS,dickinson,2019,18466
KS,doniphan,2019,7600
KS,douglas,2019,122259
KS,edwards,2019,2798
KS,elk,2019,2530
KS,ellis,2019,28553
KS,ellsworth,2019,6102
KS,finney,2019,36467
KS,ford,2019,33619
KS,franklin,2019,25544
KS,geary,2019,31670
KS,gove,2019,2636
KS,graham,2019,2482
KS,grant,2019,7150
KS,gray,2019,5988
KS,greeley,2019,1232
KS,greenwood,2019,5982
KS,hamilton,2019,2539
KS,harper,2019,5436
KS,harvey,2019,34429
KS,haskell,2019,3968
KS,hodgeman,2019,1794
KS,jackson,2019,13171
KS,jefferson,2019,19043
KS,jewell,2019,2879
KS,johnson,2019,602401
KS,kearny,2019,3838
KS,kingman,2019,7152
KS,kiowa,2019,2475
KS,labette,2019,19618
KS,lane,2019,1535
KS,leavenworth,2019,81758
KS,lincoln,2019,2962
KS,linn,2019,9703
KS,logan,2019,2794
KS,lyon,2019,33195
KS,mcpherson,2019,28542
KS,marion,2019,11884
KS,marshall,2019,9707
KS,meade,2019,4033
KS,miami,2019,34237
KS,mitchell,2019,5979
KS,montgomery,2019,31829
KS,morris,2019,5620
KS,morton,2019,2587
KS,nemaha,2019,10231
KS,neosho,2019,16007
KS,ness,2019,2750
KS,norton,2019,5361
KS,osage,2019,15949
KS,osborne,2019,3421
KS,ottawa,2019,5704
KS,pawnee,2019,6414
KS,phillips,2019,5234
KS,pottawatomie,2019,24383
KS,pratt,2019,9164
KS,rawlins,2019,2530
KS,reno,2019,61998
KS,republic,2019,4636
KS,rice,2019,9537
KS,riley,2019,74232
KS,rooks,2019,4920
KS,rush,2019,3036
KS,russell,2019,6856
KS,saline,2019,54224
KS,scott,2019,4823
KS,sedgwick,2019,516042
KS,seward,2019,21428
KS,shawnee,2019,176875
KS,sheridan,2019,2521
KS,sherman,2019,5917
KS,smith,2019,3583
KS,stafford,2019,4156
KS,stanton,2019,2006
KS,stevens,2019,5485
KS,sumner,2019,22836
KS,thomas,2019,7777
KS,trego,2019,2803
KS,wabaunsee,2019,6931
KS,wallace,2019,1518
KS,washington,2019,5406
KS,wichita,2019,2119
KS,wilson,2019,8525
KS,woodson,2019,3138
KS,wyandotte,2019,165429
KY,adair,2019,19202
KY,allen,2019,21315
KY,anderson,2019,22747
KY,ballard,2019,7888
KY,barren,2019,44249
KY,bath,2019,12500
KY,bell,2019,26032
KY,boone,2019,133581
KY,bourbon,2019,19788
KY,boyd,2019,46718
KY,boyle,2019,30060
KY,bracken,2019,8303
KY,breathitt,2019,12630
KY,breckinridge,2019,20477
KY,bullitt,2019,81676
KY,butler,2019,12879
KY,caldwell,2019,12747
KY,calloway,2019,39001
KY,campbell,2019,93584
KY,carlisle,2019,4760
KY,carroll,2019,10631
KY,carter,2019,26797
KY,casey,2019,16159
