state,county,year,total_population
OK,logan,2018,47291
OK,love,2018,10134
OK,mcclain,2018,39985
OK,mccurtain,2018,32703
OK,mcintosh,2018,19815
OK,major,2018,7644
OK,marshall,2018,16806
OK,mayes,2018,41107
OK,murray,2018,13953
OK,muskogee,2018,68362
OK,noble,2018,11289
OK,nowata,2018,10218
OK,okfuskee,2018,12098
OK,oklahoma,2018,792582
OK,okmulgee,2018,38335
OK,osage,2018,47014
OK,ottawa,2018,31175
OK,pawnee,2018,16390
OK,payne,2018,82040
OK,pittsburg,2018,43877
OK,pontotoc,2018,38247
OK,pottawatomie,2018,72679
OK,pushmataha,2018,11179
OK,roger mills,2018,3656
OK,rogers,2018,91984
OK,seminole,2018,24578
OK,sequoyah,2018,41179
OK,stephens,2018,43265
OK,texas,2018,20455
OK,tillman,2018,7348
OK,tulsa,2018,648360
OK,wagoner,2018,80110
OK,washington,2018,51843
OK,washita,2018,11127
OK,woods,2018,8897
OK,woodward,2018,20222
OR,baker,2018,16006
OR,benton,2018,92101
OR,clackamas,2018,416075
OR,clatsop,2018,39764
OR,columbia,2018,52377
OR,coos,2018,64389
OR,crook,2018,23867
OR,curry,2018,22813
OR,deschutes,2018,191996
OR,douglas,2018,110283
OR,gilliam,2018,1894
OR,grant,2018,7176
OR,harney,2018,7329
OR,hood river,2018,23428
OR,jackson,2018,219564
OR,jefferson,2018,24192
OR,josephine,2018,87393
OR,klamath,2018,67653
OR,lake,2018,7879
OR,lane,2018,379611
OR,lincoln,2018,49388
OR,linn,2018,127335
OR,malheur,2018,30725
OR,marion,2018,346868
OR,morrow,2018,11372
OR,multnomah,2018,811880
OR,polk,2018,85234
OR,sherman,2018,1708
OR,tillamook,2018,26787
OR,umatilla,2018,77516
OR,union,2018,26461
OR,wallowa,2018,7081
OR,wasco,2018,26505
OR,washington,2018,597695
OR,wheeler,2018,1366
OR,yamhill,2018,107002
PA,adams,2018,102811
PA,allegheny,2018,1218452
PA,armstrong,2018,65263
PA,beaver,2018,164742
PA,bedford,2018,48176
PA,berks,2018,420152
PA,blair,2018,122492
PA,bradford,2018,60833
PA,bucks,2018,628195
PA,butler,2018,187888
PA,cambria,2018,131730
PA,cameron,2018,4492
PA,carbon,2018,64227
PA,centre,2018,162805
PA,chester,2018,522046
PA,clarion,2018,38779
PA,clearfield,2018,79388
PA,clinton,2018,38684
PA,columbia,2018,65456
PA,crawford,2018,85063
PA,cumberland,2018,251423
PA,dauphin,2018,277097
PA,delaware,2018,564751
PA,elk,2018,30169
PA,erie,2018,272061
PA,fayette,2018,130441
PA,forest,2018,7279
PA,franklin,2018,154835
PA,fulton,2018,14523
PA,greene,2018,36506
PA,huntingdon,2018,45168
PA,indiana,2018,84501
PA,jefferson,2018,43641
PA,juniata,2018,24704
PA,lackawanna,2018,210793
PA,lancaster,2018,543557
PA,lawrence,2018,86184
PA,lebanon,2018,141314
PA,lehigh,2018,368100
PA,luzerne,2018,317646
PA,lycoming,2018,113664
PA,mckean,2018,40968
PA,mercer,2018,110683
PA,mifflin,2018,46222
PA,monroe,2018,169507
PA,montgomery,2018,828604
PA,montour,2018,18240
PA,northampton,2018,304807
PA,northumberland,2018,91083
PA,perry,2018,46139
PA,philadelphia,2018,1584138
PA,pike,2018,55933
PA,potter,2018,16622
PA,schuylkill,2018,142067
PA,snyder,2018,40540
PA,somerset,2018,73952
PA,sullivan,2018,6071
PA,susquehanna,2018,40589
PA,tioga,2018,40763
PA,union,2018,44785
PA,venango,2018,51266
PA,warren,2018,39498
PA,washington,2018,207346
PA,wayne,2018,51276
PA,westmoreland,2018,350611
PA,wyoming,2018,27046
PA,york,2018,448273
RI,bristol,2018,48649
RI,kent,2018,163861
RI,newport,2018,82542
RI,providence,2018,636084
RI,washington,2018,126179
SC,abbeville,2018,24541
SC,aiken,2018,169401
SC,allendale,2018,8903
SC,anderson,2018,200482
SC,bamberg,2018,14275
SC,barnwell,2018,21112
SC,beaufort,2018,188715
SC,berkeley,2018,221091
SC,calhoun,2018,14520
SC,charleston,2018,405905
SC,cherokee,2018,57078
SC,chester,2018,32251
SC,chesterfield,2018,45754
SC,clarendon,2018,33700
SC,colleton,2018,37660
SC,darlington,2018,66802
SC,dillon,2018,30599
SC,dorchester,2018,160647
SC,edgefield,2018,27052
SC,fairfield,2018,22402
SC,florence,2018,138159
SC,georgetown,2018,62249
SC,greenville,2018,514213
SC,greenwood,2018,70741
SC,hampton,2018,19351
SC,horry,2018,344147
SC,jasper,2018,28971
SC,kershaw,2018,65592
SC,lancaster,2018,95380
SC,laurens,2018,66994
SC,lee,2018,17142
SC,lexington,2018,295032
SC,mccormick,2018,9410
SC,marion,2018,31039
SC,marlboro,2018,26398
SC,newberry,2018,38520
SC,oconee,2018,78374
SC,orangeburg,2018,86934
SC,pickens,2018,124937
SC,richland,2018,414576
SC,saluda,2018,20544
SC,spartanburg,2018,313888
SC,sumter,2018,106512
SC,union,2018,27410
SC,williamsburg,2018,30606
SC,york,2018,274118
SD,aurora,2018,2801
SD,beadle,2018,18883
SD,bennett,2018,3468
SD,bon homme,2018,6980
SD,brookings,2018,35232
SD,brown,2018,39316
SD,brule,2018,5229
SD,buffalo,2018,2036
SD,butte,2018,10222
SD,campbell,2018,1377
SD,charles mix,2018,9338
SD,clark,2018,3739
SD,clay,2018,14041
SD,codington,2018,28015
SD,corson,2018,4165
SD,custer,2018,8726
SD,davison,2018,19790
SD,day,2018,5505
SD,deuel,2018,4337
SD,dewey,2018,5904
SD,douglas,2018,2935
SD,edmunds,2018,3875
SD,fall river,2018,6758
SD,faulk,2018,2330
SD,grant,2018,7147
SD,gregory,2018,4212
SD,haakon,2018,1918
SD,hamlin,2018,6111
SD,hand,2018,3262
SD,hanson,2018,3376
SD,harding,2018,1249
SD,hughes,2018,17650
SD,hutchinson,2018,7380
SD,hyde,2018,1282
SD,jackson,2018,3307
SD,jerauld,2018,2043
SD,jones,2018,928
SD,kingsbury,2018,4919
SD,lake,2018,13057
SD,lawrence,2018,25741
SD,lincoln,2018,58807
SD,lyman,2018,3821
SD,mccook,2018,5546
SD,mcpherson,2018,2407
SD,marshall,2018,5112
SD,meade,2018,28294
SD,mellette,2018,2042
SD,miner,2018,2213
SD,minnehaha,2018,192876
SD,moody,2018,6579
SD,pennington,2018,14309
SD,perkins,2018,111729
SD,potter,2018,2922
SD,roberts,2018,2207
SD,sanborn,2018,10447
SD,shannon,2018,2429
SD,spink,2018,6495
SD,stanley,2018,3022
SD,sully,2018,1392
SD,todd,2018,10283
SD,tripp,2018,5478
SD,turner,2018,8424
SD,union,2018,15619
SD,walworth,2018,5587
SD,yankton,2018,22869
SD,ziebach,2018,2742
TN,anderson,2018,76482
TN,bedford,2018,49038
TN,benton,2018,16184
TN,bledsoe,2018,14755
TN,blount,2018,131349
TN,bradley,2018,106727
TN,campbell,2018,39583
TN,cannon,2018,14462
TN,carroll,2018,28020
TN,carter,2018,56351
TN,cheatham,2018,40439
TN,chester,2018,17276
TN,claiborne,2018,31756
TN,clay,2018,7717
TN,cocke,2018,35774
TN,coffee,2018,55700
TN,crockett,2018,14328
TN,cumberland,2018,59673
TN,davidson,2018,692587
TN,decatur,2018,11706
TN,dekalb,2018,20138
TN,dickson,2018,53446
TN,dyer,2018,37320
TN,fayette,2018,40507
TN,fentress,2018,18217
TN,franklin,2018,41890
TN,gibson,2018,49045
TN,giles,2018,29503
TN,grainger,2018,23145
TN,greene,2018,69087
TN,grundy,2018,13346
TN,hamblen,2018,64569
TN,hamilton,2018,364286
TN,hancock,2018,6549
TN,hardeman,2018,25220
TN,hardin,2018,25776
TN,hawkins,2018,56530
TN,haywood,2018,17335
TN,henderson,2018,27847
TN,henry,2018,32358
TN,hickman,2018,25063
TN,houston,2018,8263
TN,humphreys,2018,18486
TN,jackson,2018,11758
TN,jefferson,2018,54012
TN,johnson,2018,17778
TN,knox,2018,465289
TN,lake,2018,7411
TN,lauderdale,2018,25825
TN,lawrence,2018,43734
TN,lewis,2018,12086
TN,lincoln,2018,34117
TN,loudon,2018,53054
TN,mcminn,2018,53285
TN,mcnairy,2018,25832
TN,macon,2018,24265
TN,madison,2018,97605
TN,marion,2018,28575
TN,marshall,2018,33683
TN,maury,2018,94340
TN,meigs,2018,12306
TN,monroe,2018,46357
TN,montgomery,2018,205950
TN,moore,2018,6411
TN,morgan,2018,21579
TN,obion,2018,30267
TN,overton,2018,22068
TN,perry,2018,8064
TN,pickett,2018,5082
TN,polk,2018,16898
TN,putnam,2018,78843
TN,rhea,2018,33044
TN,roane,2018,53140
TN,robertson,2018,71012
TN,rutherford,2018,324890
TN,scott,2018,22039
TN,sequatchie,2018,14876
TN,sevier,2018,97892
TN,shelby,2018,935764
TN,smith,2018,19942
TN,stewart,2018,13561
TN,sullivan,2018,157668
TN,sumner,2018,187149
TN,tipton,2018,61581
TN,trousdale,2018,11012
TN,unicoi,2018,17761
TN,union,2018,19688
TN,van buren,2018,5765
TN,warren,2018,40878
TN,washington,2018,128607
TN,wayne,2018,16558
TN,weakley,2018,33415
TN,white,2018,27107
TN,williamson,2018,231729
TN,wilson,2018,140625
TX,anderson,2018,58057
TX,andrews,2018,18128
TX,angelina,2018,87092
TX,aransas,2018,23792
TX,archer,2018,8786
TX,armstrong,2018,1892
TX,atascosa,2018,50310
TX,austin,2018,29989
TX,bailey,2018,7027
TX,bandera,2018,22824
TX,bastrop,2018,86976
TX,baylor,2018,3582
TX,bee,2018,32587
TX,bell,2018,355642
TX,bexar,2018,1986049
TX,blanco,2018,11702
TX,borden,2018,648
TX,bosque,2018,18691
TX,bowie,2018,94324
TX,brazoria,2018,370200
TX,brazos,2018,226758
TX,brewster,2018,9267
TX,briscoe,2018,1516
TX,brooks,2018,7114
TX,brown,2018,37924
TX,burleson,2018,18389
TX,burnet,2018,47542
TX,caldwell,2018,43247
TX,calhoun,2018,21561
TX,callahan,2018,13994
TX,cameron,2018,423908
TX,camp,2018,13033
TX,carson,2018,6005
TX,cass,2018,30119
TX,castro,2018,7665
TX,chambers,2018,42454
TX,cherokee,2018,52592
TX,childress,2018,7291
TX,clay,2018,10456
TX,cochran,2018,2836
TX,coke,2018,3370
TX,coleman,2018,8397
TX,collin,2018,1005146
TX,collingsworth,2018,2962
TX,colorado,2018,21217
TX,comal,2018,148373
TX,comanche,2018,13534
TX,concho,2018,4276
TX,cooke,2018,40574
TX,coryell,2018,74808
TX,cottle,2018,1389
TX,crane,2018,4794
TX,crockett,2018,3499
TX,crosby,2018,5779
TX,culberson,2018,2204
TX,dallam,2018,7200
TX,dallas,2018,2637772
TX,dawson,2018,12619
TX,deaf smith,2018,18760
TX,delta,2018,5349
TX,denton,2018,859064
TX,dewitt,2018,20187
TX,dickens,2018,2249
TX,dimmit,2018,10308
TX,donley,2018,3319
TX,duval,2018,11212
TX,eastland,2018,18322
TX,ector,2018,162124
TX,edwards,2018,1928
TX,ellis,2018,179436
TX,el paso,2018,840758
TX,erath,2018,42446
TX,falls,2018,17335
TX,fannin,2018,35286
TX,fayette,2018,25349
TX,fisher,2018,3839
TX,floyd,2018,5837
TX,foard,2018,1200
TX,fort bend,2018,787858
TX,franklin,2018,10766
TX,freestone,2018,19808
TX,frio,2018,19816
TX,gaines,2018,20901
TX,galveston,2018,337890
TX,garza,2018,6578
TX,gillespie,2018,26804
TX,glasscock,2018,1388
TX,goliad,2018,7584
TX,gonzales,2018,20826
TX,gray,2018,21895
TX,grayson,2018,133991
TX,gregg,2018,123707
TX,grimes,2018,28360
TX,guadalupe,2018,163694
TX,hale,2018,33830
TX,hall,2018,3028
TX,hamilton,2018,8484
TX,hansford,2018,5463
TX,hardeman,2018,3922
TX,hardin,2018,57207
TX,harris,2018,4698619
TX,harrison,2018,66726
TX,hartley,2018,5619
TX,haskell,2018,5813
TX,hays,2018,222631
TX,hemphill,2018,3825
TX,henderson,2018,82299
TX,hidalgo,2018,865939
TX,hill,2018,36354
TX,hockley,2018,22980
TX,hood,2018,60537
TX,hopkins,2018,36810
TX,houston,2018,23169
TX,howard,2018,36459
TX,hudspeth,2018,4795
TX,hunt,2018,96493
TX,hutchinson,2018,21198
TX,irion,2018,1522
TX,jack,2018,8843
TX,jackson,2018,14874
TX,jasper,2018,35872
TX,jeff davis,2018,2252
TX,jefferson,2018,255001
TX,jim hogg,2018,5248
TX,jim wells,2018,40822
TX,johnson,2018,171361
TX,jones,2018,19817
TX,karnes,2018,15650
TX,kaufman,2018,128622
TX,kendall,2018,45641
TX,kenedy,2018,442
TX,kent,2018,726
TX,kerr,2018,52405
TX,kimble,2018,4362
TX,king,2018,277
TX,kinney,2018,3767
TX,kleberg,2018,31129
TX,knox,2018,3653
TX,lamar,2018,49728
TX,lamb,2018,13158
TX,lampasas,2018,21229
TX,la salle,2018,7531
TX,lavaca,2018,20110
TX,lee,2018,17144
TX,leon,2018,17270
TX,liberty,2018,86323
TX,limestone,2018,23519
TX,lipscomb,2018,3355
TX,live oak,2018,12166
TX,llano,2018,21646
TX,loving,2018,152
TX,lubbock,2018,307412
TX,lynn,2018,5877
TX,mcculloch,2018,7987
TX,mclennan,2018,254607
TX,mcmullen,2018,749
TX,madison,2018,14422
TX,marion,2018,9928
TX,martin,2018,5753
TX,mason,2018,4280
TX,matagorda,2018,36552
TX,maverick,2018,58485
TX,medina,2018,50921
TX,menard,2018,2139
TX,midland,2018,172578
TX,milam,2018,25131
TX,mills,2018,4921
TX,mitchell,2018,8145
TX,montague,2018,19596
TX,montgomery,2018,590925
TX,moore,2018,21485
TX,morris,2018,12339
TX,motley,2018,1234
TX,nacogdoches,2018,65711
TX,navarro,2018,49565
TX,newton,2018,13746
TX,nolan,2018,14751
TX,nueces,2018,362265
TX,ochiltree,2018,9947
TX,oldham,2018,2131
TX,orange,2018,83572
TX,palo pinto,2018,28875
TX,panola,2018,23148
TX,parker,2018,138371
TX,parmer,2018,9864
TX,pecos,2018,15673
TX,polk,2018,50031
TX,potter,2018,119648
TX,presidio,2018,6948
TX,rains,2018,12159
TX,randall,2018,136271
TX,reagan,2018,3741
TX,real,2018,3478
TX,red river,2018,12175
TX,reeves,2018,15695
TX,refugio,2018,7032
TX,roberts,2018,903
TX,robertson,2018,17284
TX,rockwall,2018,100657
TX,runnels,2018,10234
TX,rusk,2018,54450
TX,sabine,2018,10589
TX,san augustine,2018,8232
TX,san jacinto,2018,28719
TX,san patricio,2018,66893
TX,san saba,2018,6054
TX,schleicher,2018,2895
TX,scurry,2018,16866
TX,shackelford,2018,3253
TX,shelby,2018,25418
TX,sherman,2018,3079
TX,smith,2018,230221
TX,somervell,2018,9016
TX,starr,2018,64525
TX,stephens,2018,9433
TX,sterling,2018,1311
TX,stonewall,2018,1362
TX,sutton,2018,3758
TX,swisher,2018,7462
TX,tarrant,2018,2084931
TX,taylor,2018,137640
TX,terrell,2018,823
TX,terry,2018,12287
TX,throckmorton,2018,1515
TX,titus,2018,33033
TX,tom green,2018,118189
TX,travis,2018,1248743
TX,trinity,2018,14740
TX,tyler,2018,21696
TX,upshur,2018,41260
TX,upton,2018,3671
TX,uvalde,2018,26846
TX,val verde,2018,49208
TX,van zandt,2018,56019
TX,victoria,2018,92035
TX,walker,2018,72480
TX,waller,2018,53126
TX,ward,2018,11720
TX,washington,2018,35108
TX,webb,2018,275910
TX,wharton,2018,41619
TX,wheeler,2018,5191
TX,wichita,2018,132064
TX,wilbarger,2018,12820
TX,willacy,2018,21515
TX,williamson,2018,566719
TX,wilson,2018,50224
TX,winkler,2018,7720
TX,wise,2018,68305
TX,wood,2018,45129
TX,yoakum,2018,8591
TX,young,2018,18045
TX,zapata,2018,14190
TX,zavala,2018,11983
UT,beaver,2018,6580
UT,box elder,2018,54950
UT,cache,2018,127068
UT,carbon,2018,20269
UT,daggett,2018,980
UT,davis,2018,351713
UT,duchesne,2018,19964
UT,emery,2018,10014
UT,garfield,2018,5080
UT,grand,2018,9764
UT,iron,2018,52775
UT,juab,2018,11555
UT,kane,2018,7709
UT,millard,2018,13006
UT,morgan,2018,12045
UT,piute,2018,1445
UT,rich,2018,2464
UT,salt lake,2018,1152633
UT,san juan,2018,15449
UT,sanpete,2018,30623
UT,sevier,2018,21539
UT,summit,2018,41933
UT,tooele,2018,69907
UT,uintah,2018,35438
UT,utah,2018,622213
UT,wasatch,2018,33240
UT,washington,2018,171700
UT,wayne,2018,2690
UT,weber,2018,256359
VT,addison,2018,36973
VT,bennington,2018,35631
VT,caledonia,2018,30302
VT,chittenden,2018,164572
VT,essex,2018,6250
VT,franklin,2018,49421
VT,grand isle,2018,7090
VT,lamoille,2018,25300
VT,orange,2018,28999
VT,orleans,2018,26907
VT,rutland,2018,58672
VT,washington,2018,58140
VT,windham,2018,42756
VT,windsor,2018,55286
VA,accomack,2018,32412
VA,albemarle,2018,108718
VA,alleghany,2018,14910
VA,amelia,2018,13013
VA,amherst,2018,31666
VA,appomattox,2018,15841
VA,arlington,2018,237521
VA,augusta,2018,75457
VA,bath,2018,4292
VA,bedford,2018,78747
VA,bland,2018,6293
VA,botetourt,2018,33277
VA,brunswick,2018,16384
VA,buchanan,2018,21221
VA,buckingham,2018,16999
VA,campbell,2018,54973
VA,caroline,2018,30772
VA,carroll,2018,29636
VA,charles city,2018,6941
VA,charlotte,2018,11938
VA,chesterfield,2018,348556
VA,clarke,2018,14523
VA,craig,2018,5064
VA,culpeper,2018,51859
VA,cumberland,2018,9809
VA,dickenson,2018,14523
VA,dinwiddie,2018,28529
VA,essex,2018,10919
VA,fairfax,2018,1150795
VA,fauquier,2018,70675
VA,floyd,2018,15795
VA,fluvanna,2018,26783
VA,franklin,2018,56195
VA,frederick,2018,88355
VA,giles,2018,16844
VA,gloucester,2018,37349
VA,goochland,2018,23244
VA,grayson,2018,15631
VA,greene,2018,19779
VA,greensville,2018,11627
VA,halifax,2018,34120
VA,hanover,2018,107239
VA,henrico,2018,329261
VA,henry,2018,50953
VA,highland,2018,2210
VA,isle of wight,2018,36953
VA,james city,2018,76397
VA,king and queen,2018,7042
VA,king george,2018,26575
VA,king william,2018,16939
VA,lancaster,2018,10783
VA,lee,2018,23541
VA,loudoun,2018,406850
VA,louisa,2018,36778
VA,lunenburg,2018,12086
VA,madison,2018,13295
VA,mathews,2018,8802
VA,mecklenburg,2018,30650
VA,middlesex,2018,10769
VA,montgomery,2018,98985
VA,nelson,2018,14836
VA,new kent,2018,22391
VA,northampton,2018,11735
VA,northumberland,2018,12147
VA,nottoway,2018,15420
VA,orange,2018,36644
VA,page,2018,23933
VA,patrick,2018,17673
VA,pittsylvania,2018,60949
VA,powhatan,2018,29189
VA,prince edward,2018,22950
VA,prince george,2018,38082
VA,prince william,2018,468011
VA,pulaski,2018,34066
VA,rappahannock,2018,7252
VA,richmond,2018,9038
VA,roanoke,2018,94073
VA,rockbridge,2018,22752
VA,rockingham,2018,81244
VA,russell,2018,26748
VA,scott,2018,21534
VA,shenandoah,2018,43497
VA,smyth,2018,30472
VA,southampton,2018,17586
VA,spotsylvania,2018,134238
VA,stafford,2018,149960
VA,surry,2018,6474
VA,sussex,2018,11237
VA,tazewell,2018,40855
VA,warren,2018,40003
VA,washington,2018,54402
VA,westmoreland,2018,17830
VA,wise,2018,38012
VA,wythe,2018,28754
VA,york,2018,67846
VA,alexandria city,2018,160530
VA,bedford city,2018,-9999
VA,bristol city,2018,16482
VA,buena vista city,2018,6237
VA,charlottesville city,2018,48117
VA,chesapeake city,2018,242634
VA,colonial heights city,2018,17833
VA,covington city,2018,5460
VA,danville city,2018,40693
VA,emporia city,2018,5121
VA,fairfax city,2018,24574
VA,falls church city,2018,14772
VA,franklin city,2018,8013
VA,fredericksburg city,2018,29144
VA,galax city,2018,6423
VA,hampton city,2018,134313
VA,harrisonburg city,2018,54033
VA,hopewell city,2018,22596
VA,lexington city,2018,7136
VA,lynchburg city,2018,82126
VA,manassas city,2018,41641
VA,manassas park city,2018,17307
VA,martinsville city,2018,12902
VA,newport news city,2018,178626
VA,norfolk city,2018,244076
VA,norton city,2018,3968
VA,petersburg city,2018,31567
VA,poquoson city,2018,12190
VA,portsmouth city,2018,94632
VA,radford city,2018,18339
VA,richmond city,2018,228783
VA,roanoke city,2018,99920
VA,salem city,2018,25643
VA,staunton city,2018,24922
VA,suffolk city,2018,91185
VA,virginia beach city,2018,450189
VA,waynesboro city,2018,22628
VA,williamsburg city,2018,14896
VA,winchester city,2018,28108
WA,adams,2018,19759
WA,asotin,2018,22610
WA,benton,2018,201877
WA,chelan,2018,77036
WA,clallam,2018,76737
WA,clark,2018,481857
WA,columbia,2018,4059
WA,cowlitz,2018,108987
WA,douglas,2018,42907
WA,ferry,2018,7649
WA,franklin,2018,94347
WA,garfield,2018,2247
WA,grant,2018,97331
WA,grays harbor,2018,73901
WA,island,2018,84460
WA,jefferson,2018,31729
WA,king,2018,2233163
WA,kitsap,2018,269805
WA,kittitas,2018,47364
WA,klickitat,2018,22107
WA,lewis,2018,79604
WA,lincoln,2018,10740
WA,mason,2018,65507
WA,okanogan,2018,42132
WA,pacific,2018,22036
WA,pend oreille,2018,13602
WA,pierce,2018,891299
WA,san juan,2018,17128
WA,skagit,2018,128206
WA,skamania,2018,11924
WA,snohomish,2018,814901
WA,spokane,2018,514631
WA,stevens,2018,45260
WA,thurston,2018,286419
WA,wahkiakum,2018,4426
WA,walla walla,2018,60922
WA,whatcom,2018,225685
WA,whitman,2018,49791
WA,yakima,2018,251446
WV,barbour,2018,16535
WV,berkeley,2018,117123
WV,boone,2018,21951
WV,braxton,2018,14089
WV,brooke,2018,22203
WV,cabell,2018,93224
WV,calhoun,2018,7254
WV,clay,2018,8632
WV,doddridge,2018,8406
WV,fayette,2018,43018
WV,gilmer,2018,8026
WV,grant,2018,11626
WV,greenbrier,2018,34786
WV,hampshire,2018,23347
WV,hancock,2018,29094
WV,hardy,2018,13775
WV,harrison,2018,67554
WV,jackson,2018,28706
WV,jefferson,2018,56811
WV,kanawha,2018,180454
WV,lewis,2018,16024
WV,lincoln,2018,20599
WV,logan,2018,32607
WV,mcdowell,2018,18223
WV,marion,2018,56097
WV,marshall,2018,30785
WV,mason,2018,26718
WV,mercer,2018,59131
WV,mineral,2018,26940
WV,mingo,2018,23785
WV,monongalia,2018,106420
WV,monroe,2018,13280
WV,morgan,2018,17787
WV,nicholas,2018,24842
WV,ohio,2018,41755
WV,pendleton,2018,6997
WV,pleasants,2018,7507
WV,pocahontas,2018,8414
WV,preston,2018,33839
WV,putnam,2018,56682
WV,raleigh,2018,74254
WV,randolph,2018,28823
WV,ritchie,2018,9721
WV,roane,2018,13932
WV,summers,2018,12760
WV,taylor,2018,16862
WV,tucker,2018,6955
WV,tyler,2018,8746
WV,upshur,2018,24415
WV,wayne,2018,39944
WV,webster,2018,8285
WV,wetzel,2018,15270
WV,wirt,2018,5830
WV,wood,2018,84203
WV,wyoming,2018,20786
WI,adams,2018,20348
WI,ashland,2018,15600
WI,barron,2018,45164
WI,bayfield,2018,15042
WI,brown,2018,263378
WI,buffalo,2018,13125
WI,burnett,2018,15392
WI,calumet,2018,50159
WI,chippewa,2018,64135
WI,clark,2018,34709
WI,columbia,2018,57358
WI,crawford,2018,16291
WI,dane,2018,542364
WI,dodge,2018,87847
WI,door,2018,27610
WI,douglas,2018,43208
WI,dunn,2018,45131
WI,eau claire,2018,104534
WI,florence,2018,4321
WI,fond du lac,2018,103066
WI,forest,2018,8991
WI,grant,2018,51554
WI,green,2018,36929
WI,green lake,2018,18918
WI,iowa,2018,23771
WI,iron,2018,5676
WI,jackson,2018,20478
WI,jefferson,2018,85129
WI,juneau,2018,26617
WI,kenosha,2018,169290
WI,kewaunee,2018,20383
WI,la crosse,2018,118230
WI,lafayette,2018,16665
WI,langlade,2018,19268
WI,lincoln,2018,27689
WI,manitowoc,2018,79074
WI,marathon,2018,135428
WI,marinette,2018,40434
WI,marquette,2018,15434
WI,menominee,2018,4658
WI,milwaukee,2018,948201
WI,monroe,2018,46051
WI,oconto,2018,37830
WI,oneida,2018,35470
WI,outagamie,2018,187365
WI,ozaukee,2018,89147
WI,pepin,2018,7289
WI,pierce,2018,42555
WI,polk,2018,43598
WI,portage,2018,70942
WI,price,2018,13397
WI,racine,2018,196584
WI,richland,2018,17377
WI,rock,2018,163129
WI,rusk,2018,14147
WI,st. croix,2018,89694
WI,sauk,2018,64249
WI,sawyer,2018,16489
WI,shawano,2018,40796
WI,sheboygan,2018,115456
WI,taylor,2018,20412
WI,trempealeau,2018,29442
WI,vernon,2018,30785
WI,vilas,2018,21938
WI,walworth,2018,103718
WI,washburn,2018,15878
WI,washington,2018,135693
WI,waukesha,2018,403072
WI,waupaca,2018,51128
WI,waushara,2018,24263
WI,winnebago,2018,171020
WI,wood,2018,73055
WY,albany,2018,38601
WY,big horn,2018,11881
WY,campbell,2018,46140
WY,carbon,2018,14971
WY,converse,2018,13640
WY,crook,2018,7450
WY,fremont,2018,39531
WY,goshen,2018,13376
WY,hot springs,2018,4555
WY,johnson,2018,8460
WY,laramie,2018,98976
WY,lincoln,2018,19434
WY,natrona,2018,79115
WY,niobrara,2018,2388
WY,park,2018,29324
WY,platte,2018,8566
WY,sheridan,2018,30233
WY,sublette,2018,9813
WY,sweetwater,2018,43051
WY,teton,2018,23081
WY,uinta,2018,20299
WY,washakie,2018,7885
WY,weston,2018,6967
AL,autauga,2019,55869
AL,baldwin,2019,223234
AL,barbour,2019,24686
AL,bibb,2019,22394
AL,blount,2019,57826
AL,bullock,2019,10101
AL,butler,2019,19448
AL,calhoun,2019,113605
AL,chambers,2019,33254
AL,cherokee,2019,26196
AL,chilton,2019,44428
AL,choctaw,2019,12589
AL,clarke,2019,23622
AL,clay,2019,13235
AL,cleburne,2019,14910
AL,coffee,2019,52342
AL,colbert,2019,55241
AL,conecuh,2019,12067
AL,coosa,2019,10663
AL,covington,2019,37049
AL,crenshaw,2019,13772
AL,cullman,2019,83768
AL,dale,2019,49172
AL,dallas,2019,37196
AL,dekalb,2019,71513
AL,elmore,2019,81209
AL,escambia,2019,36633
AL,etowah,2019,102268
AL,fayette,2019,16302
AL,franklin,2019,31362
AL,geneva,2019,26271
AL,greene,2019,8111
AL,hale,2019,14651
AL,henry,2019,17205
AL,houston,2019,105882
AL,jackson,2019,51626
AL,jefferson,2019,658573
AL,lamar,2019,13805
AL,lauderdale,2019,92729
AL,lawrence,2019,32924
AL,lee,2019,164542
AL,limestone,2019,98915
AL,lowndes,2019,9726
AL,macon,2019,18068
AL,madison,2019,372909
AL,marengo,2019,18863
AL,marion,2019,29709
AL,marshall,2019,96774
AL,mobile,2019,413210
AL,monroe,2019,20733
AL,montgomery,2019,226486
AL,morgan,2019,119679
AL,perry,2019,8923
AL,pickens,2019,19930
AL,pike,2019,33114
AL,randolph,2019,22722
AL,russell,2019,57961
AL,shelby,2019,89512
AL,st. clair,2019,217702
AL,sumter,2019,12427
AL,talladega,2019,79978
AL,tallapoosa,2019,40367
AL,tuscaloosa,2019,209355
AL,walker,2019,63521
AL,washington,2019,16326
AL,wilcox,2019,10373
AL,winston,2019,23629
AZ,apache,2019,71887
AZ,cochise ,2019,125922
AZ,coconino,2019,143476
AZ,gila,2019,54018
AZ,graham,2019,38837
AZ,greenlee,2019,9498
AZ,la paz,2019,21108
AZ,maricopa,2019,4485414
AZ,mohave,2019,212181
AZ,navajo,2019,110924
AZ,pima,2019,1047279
AZ,pinal,2019,462789
AZ,santa cruz,2019,46498
AZ,yavapai,2019,235099
AZ,yuma,2019,213787
AR,arkansas,2019,17486
AR,ashley,2019,19657
AR,baxter,2019,41932
AR,benton,2019,279141
AR,boone,2019,37432
AR,bradley,2019,10763
AR,calhoun,2019,5189
AR,carroll,2019,28380
AR,chicot,2019,10118
AR,clark,2019,22320
AR,clay,2019,14551
